"year","ranking","artist","title"
1979,89,"The Babys","Everytime I Think of You"
1979,90,"Instant Funk","I Got My Mind Made Up (You Can Get It Girl)"
1979,91,"Michael Jackson","Don't Stop 'til You Get Enough"
1979,92,"Robert Palmer","Bad Case of Loving You (Doctor, Doctor)"
1979,93,"Barry Manilow","Somewhere in the Night"
1979,94,"Bob Seger & The Silver Bullet Band","We've Got Tonight"
1979,95,"Van Halen","Dance the Night Away"
1979,96,"Nigel Olsson","Dancin' Shoes"
1979,97,"Diana Ross","The Boss"
1979,98,"Commodores","Sail On"
1979,99,"GQ","I Do Love You"
1979,100,"Firefall","Strange Way"
1980,1,"Blondie","Call Me"
1980,2,"Pink Floyd","Another Brick in the Wall, Part II"
1980,3,"Olivia Newton-John","Magic"
1980,4,"Michael Jackson","Rock with You"
1980,5,"Captain & Tennille","Do That to Me One More Time"
1980,6,"Queen","Crazy Little Thing Called Love"
1980,7,"Paul McCartney","Coming Up"
1980,8,"Lipps Inc","Funkytown"
1980,9,"Billy Joel","It's Still Rock and Roll to Me"
1980,10,"Bette Midler","The Rose"
1980,11,"Rupert Holmes","Escape (The Piña Colada Song)"
1980,12,"Gary Numan","Cars"
1980,13,"Smokey Robinson","Cruisin"
1980,14,"The Spinners","Working My Way Back to You/Forgive Me, Girl"
1980,15,"Air Supply","Lost in Love"
1980,16,"Elton John","Little Jeannie"
1980,17,"Christopher Cross","Ride Like the Wind"
1980,18,"Diana Ross","Upside Down"
1980,19,"KC and the Sunshine Band","Please Don't Go"
1980,20,"Styx","Babe"
1980,21,"Billy Preston and Syreeta","With You I'm Born Again"
1980,22,"The Manhattans","Shining Star"
1980,23,"Commodores","Still"
1980,24,"Teri DeSario & KC","Yes, I'm Ready"
1980,25,"Dr. Hook","Sexy Eyes"
1980,26,"Robbie Dupree","Steal Away"
1980,27,"Ambrosia","Biggest Part of Me"
1980,28,"Kenny Loggins","This Is It"
1980,29,"The Spinners","Cupid/I've Loved You for a Long Time"
1980,30,"Jermaine Jackson","Let's Get Serious"
1980,31,"Kenny Rogers & Kim Carnes","Don't Fall in Love with a Dreamer"
1980,32,"Christopher Cross","Sailing"
1980,33,"Dan Fogelberg","Longer"
1980,34,"Kenny Rogers","Coward of the County"
1980,35,"Kool & the Gang","Ladies' Night"
1980,36,"Kool & the Gang","Too Hot"
1980,37,"The SOS Band","Take Your Time (Do It Right)"
1980,38,"Barbra Streisand & Donna Summer","No More Tears (Enough Is Enough)"
1980,39,"Kim Carnes","More Love"
1980,40,"M","Pop Muzik"
1980,41,"The Pretenders","Brass in Pocket"
1980,42,"Ray, Goodman & Brown","Special Lady"
1980,43,"Stevie Wonder","Send One Your Love"
1980,44,"Shalamar","The Second Time Around"
1980,45,"Cliff Richard","We Don't Talk Anymore"
1980,46,"The Brothers Johnson","Stomp!"
1980,47,"Eagles","Heartache Tonight"
1980,48,"Rocky Burnette","Tired of Toein' the Line"
1980,49,"Dr. Hook","Better Love Next Time"
1980,50,"Rupert Holmes","Him"
1980,51,"Bob Seger and the Silver Bullet Band","Against the Wind"
1980,52,"Donna Summer","On the Radio"
1980,53,"The Rolling Stones","Emotional Rescue"
1980,54,"Herb Alpert","Rise"
1980,55,"Air Supply","All Out of Love"
1980,56,"Little River Band","Cool Change"
1980,57,"J.D. Souther","You're Only Lonely"
1980,58,"Andy Gibb","Desire"
1980,59,"Pete Townshend","Let My Love Open the Door"
1980,60,"Steve Forbert","Romeo's Tune"
1980,61,"Anne Murray","Daydream Believer"
1980,62,"Eagles","I Can't Tell You Why"
1980,63,"Isaac Hayes","Don't Let Go"
1980,64,"Tom Petty and the Heartbreakers","Don't Do Me Like That"
1980,65,"Michael Jackson","She's Out of My Life"
1980,66,"Irene Cara","Fame"
1980,67,"Bob Seger and the Silver Bullet Band","Fire Lake"
1980,68,"Linda Ronstadt","How Do I Make You"
1980,69,"Benny Mardones","Into the Night"
1980,70,"Pure Prairie League","Let Me Love You Tonight"
1980,71,"Genesis","Misunderstanding"
1980,72,"The Dirt Band","An American Dream"
1980,73,"Carole King","One Fine Day"
1980,74,"Donna Summer","Dim All the Lights"
1980,75,"Billy Joel","You May Be Right"
1980,76,"Neil & Dara Sedaka","Should've Never Let You Go"
1980,77,"Charlie Dore","Pilot of the Airwaves"
1980,78,"Linda Ronstadt","Hurt So Bad"
1980,79,"Michael Jackson","Off the Wall"
1980,80,"Peaches & Herb","I Pledge My Love"
1980,81,"Eagles","The Long Run"
1980,82,"Mickey Gilley","Stand by Me"
1980,83,"Pat Benatar","Heartbreaker"
1980,84,"Dionne Warwick","Déjà Vu"
1980,85,"Eddie Rabbitt","Drivin' My Life Away"
1980,86,"Supertramp","Take the Long Way Home"
1980,87,"Fleetwood Mac","Sara"
1980,88,"Hall & Oates","Wait for Me"
1980,89,"Boz Scaggs","Jojo"
1980,90,"Neil Diamond","September Morn"
1980,91,"George Benson","Give Me the Night"
1980,92,"Anne Murray","Broken Hearted Me"
1980,93,"Kenny Rogers","You Decorated My Life"
1980,94,"Fleetwood Mac","Tusk"
1980,95,"Prince","I Wanna Be Your Lover"
1980,96,"Charlie Daniels Band","In America"
1980,97,"Boz Scaggs","Breakdown Dead Ahead"
1980,98,"Barry Manilow","Ships"
1980,99,"Joe Walsh","All Night Long"
1980,100,"Tom Petty and the Heartbreakers","Refugee"
1981,1,"Kim Carnes","Bette Davis Eyes"
1981,2,"Diana Ross & Lionel Richie","Endless Love"
1981,3,"Kenny Rogers","Lady"
1981,4,"John Lennon","(Just Like) Starting Over"
1981,5,"Rick Springfield","Jessie's Girl"
1981,6,"Kool & the Gang","Celebration"
1981,7,"Hall & Oates","Kiss on My List"
1981,8,"Eddie Rabbitt","I Love a Rainy Night"
1981,9,"Dolly Parton","9 To 5"
1981,10,"REO Speedwagon","Keep on Loving You"
1981,11,"Joey Scarbury","Theme from The Greatest American Hero (Believe It or Not)"
1981,12,"Sheena Easton","Morning Train (Nine to Five)"
1981,13,"Smokey Robinson","Being with You"
1981,14,"Juice Newton","Queen of Hearts"
1981,15,"Blondie","Rapture"
1981,16,"Raydio","A Woman Needs Love (Just Like You Do)"
1981,17,"Blondie","The Tide Is High"
1981,18,"Grover Washington, Jr. & Bill Withers","Just the Two of Us"
1981,19,"The Pointer Sisters","Slow Hand"
1981,20,"Climax Blues Band","I Love You"
1981,21,"John Lennon","Woman"
1981,22,"A Taste of Honey","Sukiyaki"
1981,23,"ABBA","The Winner Takes It All"
1981,24,"Stars on 45","Stars on 45 Medley"
1981,25,"Juice Newton","Angel of the Morning"
1981,26,"Neil Diamond","Love on the Rocks"
1981,27,"Air Supply","Every Woman in the World"
1981,28,"Air Supply","The One That You Love"
1981,29,"Barbra Streisand & Barry Gibb","Guilty"
1981,30,"Styx","The Best of Times"
1981,31,"The Oak Ridge Boys","Elvira"
1981,32,"REO Speedwagon","Take It on the Run"
1981,33,"Ronnie Milsap","(There's) No Gettin' Over Me"
1981,34,"Gino Vannelli","Living Inside Myself"
1981,35,"Barbra Streisand","Woman in Love"
1981,36,"The Manhattan Transfer","The Boy from New York City"
1981,37,"Foreigner","Urgent"
1981,38,"Rod Stewart","Passion"
1981,39,"Commodores","Lady (You Bring Me Up)"
1981,40,"Don McLean","Crying"
1981,41,"Marty Balin","Hearts"
1981,42,"Diana Ross","It's My Turn"
1981,43,"Hall & Oates","You Make My Dreams"
1981,44,"Kenny Rogers","I Don't Need You"
1981,45,"Champaign","How 'Bout Us"
1981,46,"Pat Benatar","Hit Me with Your Best Shot"
1981,47,"The Greg Kihn Band","The Breakup Song (They Don't Write 'Em)"
1981,48,"Alan Parsons Project","Time"
1981,49,"Bruce Springsteen","Hungry Heart"
1981,50,"Franke and the Knockouts","Sweetheart"
1981,51,"Terri Gibbs","Somebody's Knockin'"
1981,52,"Leo Sayer","More Than I Can Say"
1981,53,"Tierra","Together"
1981,54,"Styx","Too Much Time on My Hands"
1981,55,"Dottie West & Kenny Rogers","What Are We Doin' in Love"
1981,56,"Journey","Who's Crying Now"
1981,57,"The Police","De Do Do Do, De Da Da Da"
1981,58,"Gary U.S. Bonds","This Little Girl"
1981,59,"Stevie Nicks & Tom Petty","Stop Draggin' My Heart Around"
1981,60,"Delbert McClinton","Giving It Up for Your Love"
1981,61,"Cliff Richard","A Little in Love"
1981,62,"Neil Diamond","America"
1981,63,"John Cougar","Ain't Even Done With The Night"
1981,64,"Christopher Cross","Arthur's Theme (Best That You Can Do)"
1981,65,"Queen","Another One Bites the Dust"
1981,66,"The Alan Parsons Project","Games People Play"
1981,67,"Eric Clapton","I Can't Stand It"
1981,68,"Steve Winwood","While You See a Chance"
1981,69,"Stevie Wonder","Master Blaster (Jammin')"
1981,70,"Neil Diamond","Hello Again"
1981,71,"The Police","Don't Stand So Close to Me"
1981,72,"Steely Dan","Hey Nineteen"
1981,73,"Stevie Wonder","I Ain't Gonna Stand for It"
1981,74,"George Harrison","All Those Years Ago"
1981,75,"Eddie Rabbitt","Step By Step"
1981,76,"Billy Squier","The Stroke"
1981,77,"Alabama","Feels So Right"
1981,78,"George Duke & Stanley Clarke","Sweet Baby"
1981,79,"Dan Fogelberg","Same Old Lang Syne"
1981,80,"Pablo Cruise","Cool Love"
1981,81,"Electric Light Orchestra","Hold On Tight"
1981,82,"John Schneider","It's Now or Never"
1981,83,"Pat Benatar","Treat Me Right"
1981,84,"Santana","Winning"
1981,85,"Barbra Streisand & Barry Gibb","What Kind of Fool"
1981,86,"John Lennon","Watching the Wheels"
1981,87,"Heart","Tell It Like It Is"
1981,88,"Ronnie Milsap","Smoky Mountain Rain"
1981,89,"Barry Manilow","I Made It Through the Rain"
1981,90,"Hall & Oates","You've Lost That Lovin' Feelin'"
1981,91,"Olivia Newton-John & Cliff Richard","Suddenly"
1981,92,"Sheena Easton","For Your Eyes Only"
1981,93,"The Beach Boys","The Beach Boys Medley"
1981,94,"Devo","Whip It"
1981,95,"Sheena Easton","Modern Girl"
1981,96,"Gary Wright","Really Wanna Know You"
1981,97,"Rosanne Cash","Seven Year Ache"
1981,98,"Diana Ross","I'm Coming Out"
1981,99,"Boz Scaggs","Miss Sun"
1981,100,"Andy Gibb","Time Is Time"
1982,1,"Olivia Newton-John","Physical"
1982,2,"Survivor","Eye of the Tiger"
1982,3,"Joan Jett & The Blackhearts","I Love Rock 'n Roll"
1982,4,"Paul McCartney and Stevie Wonder","Ebony and Ivory"
1982,5,"The J. Geils Band","Centerfold"
1982,6,"The Human League","Don't You Want Me"
1982,7,"John Cougar","Jack & Diane"
1982,8,"John Cougar","Hurts So Good"
1982,9,"Steve Miller Band","Abracadabra"
1982,10,"Chicago","Hard to Say I'm Sorry"
1982,11,"Soft Cell","Tainted Love"
1982,12,"Vangelis","Chariots of Fire"
1982,13,"Quarterflash","Harden My Heart"
1982,14,"Toto","Rosanna"
1982,15,"Hall & Oates","I Can't Go for That (No Can Do)"
1982,16,"Tommy Tutone","867-5309/Jenny"
1982,17,"Bertie Higgins","Key Largo"
1982,18,"Melissa Manchester","You Should Hear How She Talks About You"
1982,19,"Foreigner","Waiting for a Girl Like You"
1982,20,"Rick Springfield","Don't Talk to Strangers"
1982,21,"Juice Newton","The Sweetest Thing (I've Ever Known)"
1982,22,"Willie Nelson","Always on My Mind"
1982,23,"The Cars","Shake It Up"
1982,24,"Dazz Band","Let It Whip"
1982,25,"The Go-Go's","We Got the Beat"
1982,26,"Ray Parker Jr.","The Other Woman"
1982,27,"George Benson","Turn Your Love Around"
1982,28,"Air Supply","Sweet Dreams"
1982,29,"The Motels","Only the Lonely"
1982,30,"Men at Work","Who Can It Be Now?"
1982,31,"Fleetwood Mac","Hold Me"
1982,32,"The Alan Parsons Project","Eye in the Sky"
1982,33,"Earth, Wind & Fire","Let's Groove"
1982,34,"Journey","Open Arms"
1982,35,"Dan Fogelberg","Leader of the Band"
1982,36,"Stevie Nicks and Don Henley","Leather and Lace"
1982,37,"Air Supply","Even the Nights Are Better"
1982,38,"Charlene","I've Never Been to Me"
1982,39,"Paul Davis","'65 Love Affair"
1982,40,"Asia","Heat of the Moment"
1982,41,"Little River Band","Take It Easy on Me"
1982,42,"Buckner & Garcia","Pac-Man Fever"
1982,43,"Stevie Wonder","That Girl"
1982,44,"Hall & Oates","Private Eyes"
1982,45,"Lindsey Buckingham","Trouble"
1982,46,"Roberta Flack","Making Love"
1982,47,"Juice Newton","Love's Been a Little Bit Hard on Me"
1982,48,"Rod Stewart","Young Turks"
1982,49,"The J. Geils Band","Freeze-Frame"
1982,50,"REO Speedwagon","Keep the Fire Burnin'"
1982,51,"Huey Lewis and the News","Do You Believe in Love"
1982,52,"Paul Davis","Cool Night"
1982,53,".38 Special","Caught Up In You"
1982,54,"Diana Ross","Why Do Fools Fall In Love?"
1982,55,"Alabama","Love in the First Degree"
1982,56,"Royal Philharmonic Orchestra","Hooked On Classics"
1982,57,"Crosby, Stills & Nash","Wasted on the Way"
1982,58,"Eddie Money","Think I'm in Love"
1982,59,"Donna Summer","Love Is in Control (Finger on the Trigger)"
1982,60,"Karla Bonoff","Personally"
1982,61,"Quincy Jones featuring James Ingram","One Hundred Ways"
1982,62,"Elton John","Blue Eyes"
1982,63,"The Go-Go's","Our Lips Are Sealed"
1982,64,"Sheena Easton","You Could Have Been with Me"
1982,65,"America","You Can Do Magic"
1982,66,"Hall & Oates","Did It in a Minute"
1982,67,"A Flock of Seagulls","I Ran (So Far Away)"
1982,68,"Jackson Browne","Somebody's Baby"
1982,69,"Commodores","Oh No"
1982,70,"Paul McCartney","Take It Away"
1982,71,"Deniece Williams","It's Gonna Take a Miracle"
1982,72,"Kenny Rogers","Love Will Turn You Around"
1982,73,"Journey","Don't Stop Believin'"
1982,74,"Barbra Streisand","Comin' In and Out of Your Life"
1982,75,"Laura Branigan","Gloria"
1982,76,"Elton John","Empty Garden (Hey Hey Johnny)"
1982,77,"Neil Diamond","Yesterday's Songs"
1982,78,"Joan Jett & The Blackhearts","Crimson and Clover"
1982,79,"The Police","Every Little Thing She Does Is Magic"
1982,80,"Air Supply","Here I Am"
1982,81,"Michael McDonald","I Keep Forgettin' (Every Time You're Near)"
1982,82,"Kool & the Gang","Get Down on It"
1982,83,"Ronnie Milsap","Any Day Now"
1982,84,"Olivia Newton-John","Make a Move on Me"
1982,85,"Kool & the Gang","Take My Heart (You Can Have It If You Want It)"
1982,86,"Diana Ross","Mirror Mirror"
1982,87,"The Go-Go's","Vacation"
1982,88,"Van Halen","Oh, Pretty Woman"
1982,89,"The Pointer Sisters","Should I Do It"
1982,90,"Billy Idol","Hot in the City"
1982,91,"Kim Wilde","Kids in America"
1982,92,"Little River Band","Man on Your Mind"
1982,93,"Michael Murphey","What's Forever For"
1982,94,"The Rolling Stones","Waiting on a Friend"
1982,95,"Stevie Wonder","Do I Do"
1982,96,"Loverboy","Working for the Weekend"
1982,97,"Greg Guidry","Goin' Down"
1982,98,"Christopher Cross","Arthur's Theme (Best That You Can Do)"
1982,99,"Kenny Rogers","Through the Years"
1982,100,"Stevie Nicks","Edge of Seventeen"
1983,1,"The Police","Every Breath You Take"
1983,2,"Michael Jackson","Billie Jean"
1983,3,"Irene Cara","Flashdance... What a Feeling"
1983,4,"Men at Work","Down Under"
1983,5,"Michael Jackson","Beat It"
1983,6,"Bonnie Tyler","Total Eclipse of the Heart"
1983,7,"Hall & Oates","Maneater"
1983,8,"Patti Austin and James Ingram","Baby, Come to Me"
1983,9,"Michael Sembello","Maniac"
1983,10,"Eurythmics","Sweet Dreams (Are Made of This)"
1983,11,"Culture Club","Do You Really Want to Hurt Me"
1983,12,"Eddie Rabbitt and Crystal Gayle","You and I"
1983,13,"Dexys Midnight Runners","Come On Eileen"
1983,14,"Bob Seger & The Silver Bullet Band","Shame on the Moon"
1983,15,"Donna Summer","She Works Hard for the Money"
1983,16,"Sérgio Mendes","Never Gonna Let You Go"
1983,17,"Duran Duran","Hungry Like the Wolf"
1983,18,"David Bowie","Let's Dance"
1983,19,"Golden Earring","Twilight Zone"
1983,20,"Frida","I Know There's Something Going On"
1983,21,"The Greg Kihn Band","Jeopardy"
1983,22,"Eddy Grant","Electric Avenue"
1983,23,"Thomas Dolby","She Blinded Me with Science"
1983,24,"Toto","Africa"
1983,25,"Prince","Little Red Corvette"
1983,26,"The Pretenders","Back on the Chain Gang"
1983,27,"Joe Cocker and Jennifer Warnes","Up Where We Belong"
1983,28,"Styx","Mr. Roboto"
1983,29,"Lionel Richie","You Are"
1983,30,"After the Fire","Der Kommissar"
1983,31,"Taco","Puttin' on the Ritz"
1983,32,"Marvin Gaye","Sexual Healing"
1983,33,"The Human League","(Keep Feeling) Fascination"
1983,34,"Culture Club","Time (Clock of the Heart)"
1983,35,"Men Without Hats","The Safety Dance"
1983,36,"Toni Basil","Mickey"
1983,37,"Phil Collins","You Can't Hurry Love"
1983,38,"Journey","Separate Ways (Worlds Apart)"
1983,39,"Hall & Oates","One on One"
1983,40,"Kenny Rogers and Sheena Easton","We've Got Tonight"
1983,41,"Prince","1999"
1983,42,"Stray Cats","Stray Cat Strut"
1983,43,"Billy Joel","Allentown"
1983,44,"Stevie Nicks","Stand Back"
1983,45,"Billy Joel","Tell Her About It"
1983,46,"Naked Eyes","Always Something There to Remind Me"
1983,47,"Lionel Richie","Truly"
1983,48,"Don Henley","Dirty Laundry"
1983,49,"Michael Jackson and Paul McCartney","The Girl Is Mine"
1983,50,"Kajagoogoo","Too Shy"
1983,51,"Adam Ant","Goody Two-Shoes"
1983,52,"The Clash","Rock the Casbah"
1983,53,"Madness","Our House"
1983,54,"Men at Work","Overkill"
1983,55,"Duran Duran","Is There Something I Should Know?"
1983,56,"Laura Branigan","Gloria"
1983,57,"Rick Springfield","Affair of the Heart"
1983,58,"The Tubes","She's a Beauty"
1983,59,"Laura Branigan","Solitaire"
1983,60,"Styx","Don't Let It End"
1983,61,"Laura Branigan","How Am I Supposed to Live Without You"
1983,62,"David Bowie","China Girl"
1983,63,"The Kinks","Come Dancing"
1983,64,"Naked Eyes","Promises, Promises"
1983,65,"Little River Band","The Other Guy"
1983,66,"Air Supply","Making Love Out of Nothing at All"
1983,67,"Hall & Oates","Family Man"
1983,68,"Michael Jackson","Wanna Be Startin' Somethin'"
1983,69,"Toto","I Won't Hold You Back"
1983,70,"Christopher Cross","All Right"
1983,71,"Bryan Adams","Straight from the Heart"
1983,72,"Kenny Loggins","Heart to Heart"
1983,73,"Lionel Richie","My Love"
1983,74,"Elton John","I'm Still Standing"
1983,75,"Loverboy","Hot Girls in Love"
1983,76,"Men at Work","It's a Mistake"
1983,77,"Culture Club","I'll Tumble 4 Ya"
1983,78,"DeBarge","All This Love"
1983,79,"Sammy Hagar","Your Love Is Driving Me Crazy"
1983,80,"Dionne Warwick","Heartbreaker"
1983,81,"Journey","Faithfully"
1983,82,"Joe Jackson","Steppin' Out"
1983,83,"Quarterflash","Take Me to Heart"
1983,84,"Stray Cats","(She's) Sexy + 17"
1983,85,"Champaign","Try Again"
1983,86,"Shalamar","Dead Giveaway"
1983,87,"Jackson Browne","Lawyers in Love"
1983,88,"Moving Pictures","What About Me"
1983,89,"Michael Jackson","Human Nature"
1983,90,"Def Leppard","Photograph"
1983,91,"Musical Youth","Pass the Dutchie"
1983,92,"Spandau Ballet","True"
1983,93,"Frank Stallone","Far from Over"
1983,94,"Eric Clapton","I've Got a Rock 'n' Roll Heart"
1983,95,"Stephen Bishop","It Might Be You"
1983,96,"Peabo Bryson and Roberta Flack","Tonight, I Celebrate My Love"
1983,97,"Tom Petty and the Heartbreakers","You Got Lucky"
1983,98,"Asia","Don't Cry"
1983,99,"Joe Jackson","Breaking Us in Two"
1983,100,"Earth, Wind & Fire","Fall in Love with Me"
1984,1,"Prince","When Doves Cry"
1984,2,"Tina Turner","What's Love Got to Do with It"
1984,3,"Paul McCartney and Michael Jackson","Say Say Say"
1984,4,"Kenny Loggins","Footloose"
1984,5,"Phil Collins","Against All Odds (Take a Look at Me Now)"
1984,6,"Van Halen","Jump"
1984,7,"Lionel Richie","Hello"
1984,8,"Yes","Owner of a Lonely Heart"
1984,9,"Ray Parker Jr.","Ghostbusters"
1984,10,"Culture Club","Karma Chameleon"
1984,11,"John Waite","Missing You"
1984,12,"Lionel Richie","All Night Long (All Night)"
1984,13,"Deniece Williams","Let's Hear It for the Boy"
1984,14,"Bruce Springsteen","Dancing in the Dark"
1984,15,"Cyndi Lauper","Girls Just Want To Have Fun"
1984,16,"Duran Duran","The Reflex"
